iter	Accuracy	Logloss
323	0.9561752988	0.1649379455
324	0.9561752988	0.1645139052
325	0.9561752988	0.1642477004
326	0.9561752988	0.1640401333
327	0.9561752988	0.1638649313
328	0.9561752988	0.1635559975
329	0.9561752988	0.1633464429
330	0.9561752988	0.1630153215
331	0.9561752988	0.1628860989
332	0.9561752988	0.1625714608
333	0.9561752988	0.1623723382
334	0.9561752988	0.1621078468
335	0.9561752988	0.1619662973
336	0.9561752988	0.1617624446
337	0.9561752988	0.1615659071
338	0.9561752988	0.1612071865
339	0.9561752988	0.1608906265
340	0.9561752988	0.1606492894
341	0.9561752988	0.1605288067
342	0.9561752988	0.1604001872
343	0.9561752988	0.1602889326
344	0.9561752988	0.1600147376
345	0.9561752988	0.1597198334
346	0.9561752988	0.1594849791
347	0.9561752988	0.1593089865
348	0.9561752988	0.1590177296
349	0.9561752988	0.1586078331
350	0.9561752988	0.1584241167
351	0.9561752988	0.1578710266
352	0.9561752988	0.1575742365
353	0.9561752988	0.1572992064
354	0.9561752988	0.1571723347
355	0.9561752988	0.1569132154
356	0.9561752988	0.1568029805
357	0.9561752988	0.1566107003
358	0.9561752988	0.1563622856
359	0.9561752988	0.1561754018
360	0.9561752988	0.1559792986
361	0.9561752988	0.1558082942
362	0.9561752988	0.1556069947
363	0.9561752988	0.1553774512
364	0.9561752988	0.1551178084
365	0.9561752988	0.1547743129
366	0.9561752988	0.1546675048
367	0.9561752988	0.1545265042
368	0.9575033201	0.1542447099
369	0.9575033201	0.1541014084
370	0.9575033201	0.1537826495
371	0.9575033201	0.1535853613
372	0.9575033201	0.1534898435
373	0.9575033201	0.1533317234
374	0.9575033201	0.1531136137
375	0.9575033201	0.1529095445
376	0.9575033201	0.1525500227
377	0.9575033201	0.1524045039
378	0.9575033201	0.1522490692
379	0.9588313413	0.1520206769
380	0.9588313413	0.1517825772
381	0.9588313413	0.1514447383
382	0.9588313413	0.1511967026
383	0.9588313413	0.1509534605
384	0.9588313413	0.1508339804
385	0.9588313413	0.15077868
386	0.9588313413	0.1505633093
387	0.9588313413	0.1503048691
388	0.9588313413	0.1500050926
389	0.9588313413	0.1498069128
390	0.9588313413	0.1496749285
391	0.9588313413	0.1494772327
392	0.9588313413	0.149327732
393	0.9588313413	0.1490043123
394	0.9588313413	0.1488093856
395	0.9588313413	0.1486596319
396	0.9588313413	0.1483564405
397	0.9588313413	0.1481948539
398	0.9588313413	0.1479478506
399	0.9588313413	0.1477909582
400	0.9588313413	0.1475656211
401	0.9588313413	0.1474321517
402	0.9588313413	0.1472475055
403	0.9588313413	0.1471334022
404	0.9588313413	0.1470002448
405	0.9588313413	0.1468364527
406	0.9588313413	0.146716894
407	0.9588313413	0.1465633314
408	0.9588313413	0.1463644921
409	0.9588313413	0.1461713343
410	0.9588313413	0.1460238986
411	0.9588313413	0.1458083675
412	0.9588313413	0.1457486486
413	0.9601593625	0.1454901738
414	0.9601593625	0.1453414591
415	0.9601593625	0.1452198665
416	0.9601593625	0.1451504318
417	0.9601593625	0.144985171
418	0.9601593625	0.1446729315
419	0.9601593625	0.1445832147
420	0.9601593625	0.1445463877
421	0.9601593625	0.1443126272
422	0.9601593625	0.1442563238
423	0.9601593625	0.1440925494
424	0.9601593625	0.14393091
425	0.9614873838	0.1436234284
426	0.9614873838	0.1432049946
427	0.9614873838	0.1430641899
428	0.9614873838	0.1428340123
429	0.9614873838	0.1427002345
430	0.9614873838	0.1424986548
431	0.9614873838	0.1422377614
432	0.9614873838	0.1419245099
433	0.9614873838	0.141579164
434	0.962815405	0.1413764916
435	0.962815405	0.1411610614
436	0.962815405	0.1409906182
437	0.962815405	0.1407107669
438	0.9614873838	0.1405063301
439	0.9614873838	0.1403465411
440	0.9614873838	0.1401207663
441	0.9614873838	0.1398514094
442	0.9614873838	0.1397563031
443	0.9614873838	0.1396146259
444	0.962815405	0.139440606
445	0.962815405	0.1392670092
446	0.9614873838	0.1390605457
447	0.9614873838	0.1389328611
448	0.9614873838	0.1386834985
449	0.9614873838	0.1384973439
450	0.9614873838	0.1383945328
451	0.9614873838	0.1380468296
452	0.9614873838	0.1379596829
453	0.9614873838	0.137742366
454	0.9614873838	0.1376690863
455	0.9614873838	0.1375023726
456	0.9614873838	0.1371893346
457	0.9614873838	0.1371391337
458	0.9614873838	0.136997218
459	0.9614873838	0.1366313074
460	0.9614873838	0.1364037095
461	0.9614873838	0.1362999023
462	0.9614873838	0.136186279
463	0.9614873838	0.1360739986
464	0.9614873838	0.1357796672
465	0.9614873838	0.1355982384
466	0.9614873838	0.135474601
467	0.9614873838	0.1350560824
468	0.9614873838	0.1349878903
469	0.9614873838	0.1348693545
470	0.9614873838	0.1346868206
471	0.9614873838	0.1346048311
472	0.9614873838	0.1344603065
473	0.9614873838	0.1343513589
474	0.9614873838	0.1341395915
475	0.9614873838	0.1339978528
476	0.9614873838	0.1338732923
477	0.962815405	0.1336915281
478	0.962815405	0.1336100038
479	0.962815405	0.1334307054
480	0.962815405	0.1333439034
481	0.962815405	0.1330972568
482	0.962815405	0.1329787335
483	0.962815405	0.1328830304
484	0.962815405	0.1327435315
485	0.962815405	0.1325904504
486	0.962815405	0.1324139075
487	0.962815405	0.1323650638
488	0.962815405	0.1322818162
489	0.962815405	0.1321513038
490	0.962815405	0.1320013155
491	0.962815405	0.1318584774
492	0.9641434263	0.1317137406
493	0.9641434263	0.1314865901
494	0.9641434263	0.1314363154
495	0.9641434263	0.1312408803
496	0.9641434263	0.1311126581
497	0.9641434263	0.1309386635
498	0.9641434263	0.1308137564
499	0.9641434263	0.1305270116
500	0.9641434263	0.1304568867
501	0.9641434263	0.1303806929
502	0.9641434263	0.1302408328
503	0.9641434263	0.1300449569
504	0.9641434263	0.1299412515
505	0.9641434263	0.1297662331
506	0.9641434263	0.1296629732
507	0.9641434263	0.129614303
508	0.9641434263	0.1294187047
509	0.9641434263	0.1292819943
510	0.9641434263	0.1290454643
511	0.9641434263	0.12890045
512	0.9641434263	0.1287620151
513	0.9641434263	0.1287259195
514	0.9641434263	0.1284763388
515	0.9641434263	0.1283920651
516	0.9641434263	0.1282697129
517	0.9641434263	0.1281542625
518	0.9641434263	0.128085307
519	0.9641434263	0.1279369552
520	0.9641434263	0.127753626
521	0.9641434263	0.1276670636
522	0.9641434263	0.1275369431
523	0.9641434263	0.127343124
524	0.9641434263	0.1272551039
525	0.9641434263	0.1271300667
526	0.9641434263	0.1269381789
527	0.9641434263	0.1267266162
528	0.9641434263	0.1265652613
529	0.9641434263	0.1262782458
530	0.9641434263	0.1261721241
531	0.9641434263	0.1259739491
532	0.9654714475	0.1258579273
533	0.9654714475	0.125639807
534	0.9654714475	0.1255222271
535	0.9641434263	0.1253879659
536	0.9654714475	0.1252637804
537	0.9654714475	0.1252241155
538	0.9654714475	0.1249895205
539	0.9654714475	0.1248048442
540	0.9654714475	0.1247082819
541	0.9654714475	0.124633401
542	0.9654714475	0.1245224794
543	0.9654714475	0.124361851
544	0.9654714475	0.1242215676
545	0.9654714475	0.1240543451
546	0.9654714475	0.1238817275
547	0.9654714475	0.1238259871
548	0.9654714475	0.1236730789
549	0.9654714475	0.1234498974
550	0.9654714475	0.1232252133
551	0.9654714475	0.1230860066
552	0.9654714475	0.1229877159
553	0.9654714475	0.1229509193
554	0.9667994688	0.1227913103
555	0.9667994688	0.1226834858
556	0.9667994688	0.1225962295
557	0.9667994688	0.1224581488
558	0.9667994688	0.122376831
559	0.9667994688	0.1223459308
560	0.9667994688	0.122197594
561	0.9667994688	0.122006743
562	0.9667994688	0.1218603343
563	0.9667994688	0.1214999614
564	0.9667994688	0.1210637511
565	0.9667994688	0.1209554451
566	0.9667994688	0.1207871038
567	0.9667994688	0.1207232215
568	0.9667994688	0.1206157348
569	0.9667994688	0.1203774494
570	0.9667994688	0.1203093351
571	0.9667994688	0.1202302066
572	0.9667994688	0.1199946701
573	0.9667994688	0.1198112811
574	0.9667994688	0.1196898188
575	0.9667994688	0.1195436276
576	0.9667994688	0.1194241859
577	0.9667994688	0.1193289437
578	0.9667994688	0.1192004793
579	0.9667994688	0.1190595016
580	0.9667994688	0.1188660495
581	0.9667994688	0.1187789029
582	0.9667994688	0.1186962919
583	0.9667994688	0.11862995
584	0.9667994688	0.1185408356
585	0.9667994688	0.1183793462
586	0.9667994688	0.1183299809
587	0.9654714475	0.1180885834
588	0.9654714475	0.1179603913
589	0.9654714475	0.1177876676
590	0.9654714475	0.1177177845
591	0.9654714475	0.1176543697
592	0.9654714475	0.1174449872
593	0.9654714475	0.1172944942
594	0.9654714475	0.1172326287
595	0.9654714475	0.1170515082
596	0.9654714475	0.1170052846
597	0.9654714475	0.1168897534
598	0.9654714475	0.1167477812
599	0.9654714475	0.1166965137
600	0.9654714475	0.1166595095
601	0.9654714475	0.1165887563
602	0.9654714475	0.1164081456
603	0.9654714475	0.1162980334
604	0.9654714475	0.1162310122
605	0.9654714475	0.1160720318
606	0.9654714475	0.1159290196
607	0.9654714475	0.1158441465
608	0.9654714475	0.1157082745
609	0.9654714475	0.1155750867
610	0.9654714475	0.1154273684
611	0.9654714475	0.1153128274
612	0.9654714475	0.1152739043
613	0.9654714475	0.1151374519
614	0.9654714475	0.1150253562
615	0.9654714475	0.1148982818
616	0.9654714475	0.1148043426
617	0.9654714475	0.1147610399
618	0.9654714475	0.1146236184
619	0.9654714475	0.114504099
620	0.9654714475	0.1144203969
621	0.9654714475	0.1143531407
622	0.9667994688	0.1141407299
623	0.9667994688	0.1140015129
624	0.9667994688	0.1139105681
625	0.9667994688	0.1137930487
626	0.9667994688	0.1137099761
627	0.9667994688	0.1135663399
628	0.9667994688	0.1134581611
629	0.9667994688	0.1133767046
630	0.9667994688	0.1132315277
631	0.9667994688	0.1131218285
632	0.9667994688	0.1130379069
633	0.9667994688	0.1130127704
634	0.9667994688	0.1128629966
635	0.9667994688	0.1128159894
636	0.9667994688	0.112679832
637	0.9667994688	0.112619277
638	0.9667994688	0.1125628262
639	0.9667994688	0.1124000577
640	0.9667994688	0.1123506356
641	0.9667994688	0.112271497
642	0.9667994688	0.1121705033
643	0.9667994688	0.1120558981
644	0.9667994688	0.1119577433
645	0.9667994688	0.1117269635
646	0.9667994688	0.1116259773
647	0.9667994688	0.1114380124
648	0.9667994688	0.1112114713
649	0.9667994688	0.1111326089
650	0.96812749	0.1109967099
651	0.96812749	0.1109714684
652	0.9694555113	0.1109005723
653	0.9694555113	0.1108141665
654	0.9667994688	0.1106088758
655	0.96812749	0.1105228851
656	0.96812749	0.1103049819
657	0.96812749	0.1102071597
658	0.96812749	0.1100586777
659	0.96812749	0.1100423267
660	0.9694555113	0.1099139668
661	0.9694555113	0.1097416935
662	0.9694555113	0.1095683652
663	0.9707835325	0.1094296508
664	0.9694555113	0.10929443
665	0.9707835325	0.1090949793
666	0.9707835325	0.1090088614
667	0.9707835325	0.1089335111
668	0.9707835325	0.1087888678
669	0.9707835325	0.1086827236
670	0.9707835325	0.1085554293
671	0.9721115538	0.1083606049
672	0.9721115538	0.1082899204
673	0.9721115538	0.108204766
674	0.9721115538	0.1080644242
675	0.9721115538	0.1079471711
676	0.9721115538	0.1078947828
677	0.9721115538	0.1077507484
678	0.9721115538	0.107668066
679	0.9721115538	0.1075976715
680	0.9721115538	0.1074171507
681	0.9721115538	0.1073101864
682	0.9721115538	0.1071839052
683	0.9721115538	0.1068985353
684	0.9721115538	0.1067905442
685	0.9721115538	0.1067087517
686	0.9721115538	0.1065958255
687	0.9721115538	0.1065116046
688	0.9721115538	0.1064754663
689	0.9721115538	0.1062933059
690	0.9721115538	0.1061676333
691	0.9721115538	0.1060770873
692	0.9721115538	0.1059624432
693	0.9721115538	0.1056263638
694	0.9721115538	0.1054987174
695	0.9721115538	0.1053478633
696	0.9721115538	0.105249625
697	0.9721115538	0.1051465952
698	0.973439575	0.1050469217
699	0.973439575	0.1049391779
700	0.973439575	0.1047381632
701	0.973439575	0.1046446576
702	0.973439575	0.1045244444
703	0.973439575	0.1044938344
704	0.973439575	0.1044052644
705	0.973439575	0.1043225435
706	0.973439575	0.1041889693
707	0.973439575	0.1041190275
708	0.9747675963	0.1040431847
709	0.9747675963	0.1039420905
710	0.9747675963	0.1038295637
711	0.9747675963	0.1037917753
712	0.9747675963	0.1037226815
713	0.9747675963	0.1036062963
714	0.9747675963	0.1034603105
715	0.9747675963	0.1033481539
716	0.9747675963	0.1032226002
717	0.9747675963	0.1031893323
718	0.9747675963	0.1030624163
719	0.9747675963	0.1029610084
720	0.9747675963	0.1028807163
721	0.9760956175	0.1027053976
722	0.9760956175	0.1026226725
723	0.9760956175	0.1025436105
724	0.9760956175	0.1024389349
725	0.9760956175	0.1021224085
726	0.9760956175	0.1020357018
727	0.9760956175	0.1019439687
728	0.9760956175	0.1018588567
729	0.9760956175	0.1018266641
730	0.9760956175	0.1017310606
731	0.9760956175	0.1016426875
732	0.9760956175	0.1015930696
733	0.9760956175	0.1014492348
734	0.9760956175	0.1013703182
735	0.9760956175	0.1012371252
736	0.9760956175	0.1011600537
737	0.9760956175	0.1010774235
738	0.9760956175	0.1010421824
739	0.9760956175	0.1008762792
740	0.9760956175	0.1007813248
741	0.9760956175	0.1006364085
742	0.9760956175	0.100521649
743	0.9760956175	0.1004291732
744	0.9760956175	0.1002632183
745	0.9760956175	0.1001198562
746	0.9760956175	0.1000429392
747	0.9760956175	0.09988840348
748	0.9760956175	0.0998703863
749	0.9760956175	0.0997946724
750	0.9760956175	0.09946157596
751	0.9760956175	0.09940890523
752	0.9760956175	0.09932356302
753	0.9760956175	0.09911885599
754	0.9760956175	0.09907817124
755	0.9760956175	0.09903241648
756	0.9760956175	0.09895416415
757	0.9760956175	0.09882995826
758	0.9774236388	0.09869044506
759	0.9774236388	0.09850265878
760	0.9774236388	0.09840657764
761	0.9760956175	0.09820317574
762	0.9760956175	0.09811099629
763	0.9774236388	0.09797411243
764	0.9774236388	0.09778442324
765	0.9774236388	0.09763895695
766	0.9774236388	0.09761484231
767	0.9774236388	0.09758090535
768	0.9774236388	0.09751337774
769	0.9774236388	0.09741842144
770	0.9774236388	0.09734065845
771	0.9774236388	0.09725725099
772	0.9774236388	0.09716569211
773	0.9774236388	0.09706366751
774	0.9774236388	0.09703921147
775	0.9774236388	0.0969544805
776	0.9774236388	0.09678115229
777	0.9774236388	0.0967283365
778	0.9774236388	0.09664900759
779	0.9774236388	0.09649197782
780	0.9774236388	0.09640887546
781	0.9774236388	0.09620761939
782	0.9774236388	0.09614194261
783	0.9774236388	0.09599452118
784	0.9774236388	0.09596942125
785	0.9774236388	0.09585930958
786	0.9774236388	0.09579927026
787	0.9774236388	0.09573032525
788	0.9774236388	0.09558530891
789	0.97875166	0.09547358382
790	0.97875166	0.09543524669
791	0.97875166	0.09532223623
792	0.97875166	0.09513542648
793	0.97875166	0.09504798704
794	0.97875166	0.09489095579
795	0.97875166	0.09475544914
796	0.97875166	0.09471777761
797	0.97875166	0.09463571853
798	0.97875166	0.09453420114
799	0.97875166	0.09444223131
800	0.97875166	0.09434821622
801	0.97875166	0.09427753109
802	0.97875166	0.09420731223
803	0.97875166	0.09414305986
804	0.97875166	0.09399999354
805	0.97875166	0.09396820956
806	0.97875166	0.09388051276
807	0.97875166	0.09374842671
808	0.97875166	0.09361901921
809	0.97875166	0.09348445136
810	0.97875166	0.09339213678
811	0.97875166	0.09332754886
812	0.97875166	0.09323762575
813	0.97875166	0.0931438684
814	0.97875166	0.09300213414
815	0.97875166	0.09288752931
816	0.97875166	0.09277410748
817	0.97875166	0.09262803566
818	0.97875166	0.09255536827
819	0.97875166	0.09249721384
820	0.97875166	0.09237250965
821	0.97875166	0.09230047653
822	0.97875166	0.09203250587
823	0.97875166	0.09199891606
824	0.97875166	0.09192006713
825	0.97875166	0.09183096543
826	0.97875166	0.09173020715
827	0.97875166	0.09170910286
828	0.97875166	0.09165004579
829	0.97875166	0.09155535408
830	0.97875166	0.09154660867
831	0.97875166	0.09147403729
832	0.97875166	0.09139962155
833	0.97875166	0.09130354812
834	0.97875166	0.09114452801
835	0.97875166	0.09100671801
836	0.97875166	0.09073401693
837	0.97875166	0.09060408485
838	0.97875166	0.09053507852
839	0.97875166	0.09046731041
840	0.97875166	0.0904183869
841	0.97875166	0.09031204148
842	0.97875166	0.09026966457
843	0.97875166	0.09014522324
844	0.9800796813	0.08997702191
845	0.9800796813	0.08991047062
846	0.9800796813	0.08986507078
847	0.9800796813	0.08977470006
848	0.9800796813	0.0896972845
849	0.9800796813	0.08964987825
850	0.9800796813	0.08960776229
851	0.9800796813	0.08953657406
852	0.9800796813	0.08943606834
853	0.9800796813	0.08936794927
854	0.9800796813	0.0893096355
855	0.9800796813	0.08925161437
856	0.9800796813	0.08911080646
857	0.9800796813	0.08904345785
858	0.9800796813	0.08892127224
859	0.9800796813	0.08890985384
860	0.9814077025	0.08879911007
861	0.9814077025	0.08873932477
862	0.9814077025	0.0886720699
863	0.9814077025	0.08865762668
864	0.9814077025	0.08855028282
865	0.9814077025	0.08843920903
866	0.9814077025	0.0883379565
867	0.9814077025	0.08818010106
868	0.9814077025	0.08810143342
869	0.9827357238	0.08797351075
870	0.9814077025	0.08774521755
871	0.9814077025	0.08769654185
872	0.9814077025	0.08755875791
873	0.9814077025	0.08752583225
874	0.9827357238	0.08740874937
875	0.9827357238	0.08739286468
876	0.9827357238	0.08728195543
877	0.9827357238	0.0871298871
878	0.9827357238	0.08703550189
879	0.9827357238	0.0868713941
880	0.9827357238	0.08685937002
881	0.9827357238	0.08680561822
